Species,Site,Treatment.Numeric,Treatment,Petri.Dish,Seed.No,No.Germinated 
Callitris intratropica,Q.L.D.W,12L/12D,Control,1,21,0
Callitris intratropica,Q.L.D.W,12L/12D,Control,1,22,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,1,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,2,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,3,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,4,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,5,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,6,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,7,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,8,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,9,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,10,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,11,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,12,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,13,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,14,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,15,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,16,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,17,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,18,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,19,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,20,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,21,0
Callitris intratropica,Q.L.D.W,18L/6D,Long,1,22,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,1,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,2,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,3,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,4,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,5,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,6,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,7,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,8,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,9,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,10,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,11,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,12,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,13,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,14,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,15,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,16,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,17,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,18,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,19,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,20,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,21,0
Callitris intratropica,Q.L.D.W,6L/18D,Short,1,22,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,1,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,2,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,3,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,4,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,5,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,6,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,7,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,8,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,9,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,10,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,11,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,12,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,13,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,14,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,15,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,16,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,17,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,18,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,19,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,20,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,21,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,22,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,23,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,24,0
Carpha nivicola,K.N.P.A,12L/12D,Control,1,25,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,1,1
Carpha nivicola,K.N.P.A,18L/6D,Long,1,2,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,3,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,4,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,5,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,6,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,7,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,8,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,9,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,10,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,11,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,12,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,13,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,14,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,15,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,16,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,17,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,18,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,19,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,20,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,21,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,22,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,23,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,24,0
Carpha nivicola,K.N.P.A,18L/6D,Long,1,25,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,1,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,2,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,3,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,4,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,5,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,6,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,7,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,8,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,9,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,10,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,11,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,12,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,13,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,14,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,15,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,16,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,17,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,18,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,19,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,20,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,21,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,22,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,23,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,24,0
Carpha nivicola,K.N.P.A,6L/18D,Short,1,25,0
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,1,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,2,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,3,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,4,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,5,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,6,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,7,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,8,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,9,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,10,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,11,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,12,0
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,13,0
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,14,0
Celmisia longifolia,K.N.P.A,12L/12D,Control,1,15,0
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,16,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,17,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,18,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,19,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,20,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,21,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,22,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,23,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,24,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,25,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,26,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,27,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,28,1
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,29,0
Celmisia longifolia,K.N.P.A,12L/12D,Control,2,30,0
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,1,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,2,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,3,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,4,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,5,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,6,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,7,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,8,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,9,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,10,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,11,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,12,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,13,0
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,14,0
Celmisia longifolia,K.N.P.A,18L/6D,Long,1,15,0
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,16,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,17,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,18,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,19,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,20,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,21,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,22,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,23,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,24,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,25,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,26,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,27,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,28,1
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,29,0
Celmisia longifolia,K.N.P.A,18L/6D,Long,2,30,0
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,1,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,2,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,3,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,4,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,5,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,6,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,7,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,8,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,9,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,10,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,11,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,12,0
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,13,0
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,14,0
Celmisia longifolia,K.N.P.A,6L/18D,Short,1,15,0
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,16,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,17,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,18,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,19,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,20,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,21,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,22,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,23,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,24,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,25,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,26,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,27,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,28,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,29,1
Celmisia longifolia,K.N.P.A,6L/18D,Short,2,30,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,1,1
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,2,1
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,3,1
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,4,1
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,5,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,6,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,7,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,8,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,9,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,10,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,11,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,12,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,13,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,14,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,15,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,16,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,17,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,18,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,19,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,20,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,21,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,22,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,23,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,24,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,25,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,26,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,27,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,28,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,29,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,30,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,31,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,32,0
Chamaecrista concinna,Q.L.D.W,12L/12D,Control,1,33,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,1,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,2,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,3,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,4,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,5,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,6,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,7,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,8,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,9,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,10,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,11,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,12,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,13,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,14,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,15,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,16,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,17,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,18,1
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,19,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,20,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,21,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,22,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,23,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,24,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,25,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,26,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,27,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,28,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,29,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,30,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,31,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,32,0
Chamaecrista concinna,Q.L.D.W,18L/6D,Long,1,33,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,1,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,2,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,3,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,4,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,5,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,6,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,7,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,8,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,9,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,10,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,11,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,12,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,13,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,14,1
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,15,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,16,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,17,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,18,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,19,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,20,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,21,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,22,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,23,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,24,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,25,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,26,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,27,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,28,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,29,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,30,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,31,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,32,0
Chamaecrista concinna,Q.L.D.W,6L/18D,Short,1,33,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,1,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,2,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,3,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,4,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,5,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,6,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,7,1
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,8,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,9,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,10,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,11,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,12,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,13,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,14,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,15,0
Chionochloa frigida,K.N.P.A,12L/12D,Control,1,16,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,1,1
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,2,1
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,3,1
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,4,1
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,5,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,6,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,7,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,8,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,9,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,10,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,11,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,12,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,13,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,14,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,15,0
Chionochloa frigida,K.N.P.A,18L/6D,Long,1,16,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,1,1
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,2,1
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,3,1
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,4,1
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,5,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,6,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,7,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,8,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,9,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,10,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,11,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,12,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,13,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,14,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,15,0
Chionochloa frigida,K.N.P.A,6L/18D,Short,1,16,0
Cissus antarctica,T.N.P,12L/12D,Control,1,1,0
Cissus antarctica,T.N.P,12L/12D,Control,1,2,0
Cissus antarctica,T.N.P,12L/12D,Control,1,3,0
Cissus antarctica,T.N.P,12L/12D,Control,1,4,0
Cissus antarctica,T.N.P,12L/12D,Control,1,5,0
Cissus antarctica,T.N.P,12L/12D,Control,1,6,0
Cissus antarctica,T.N.P,12L/12D,Control,1,7,0
Cissus antarctica,T.N.P,12L/12D,Control,1,8,0
Cissus antarctica,T.N.P,12L/12D,Control,2,9,0
Cissus antarctica,T.N.P,12L/12D,Control,2,10,0
Cissus antarctica,T.N.P,12L/12D,Control,2,11,0
Cissus antarctica,T.N.P,12L/12D,Control,2,12,0
Cissus antarctica,T.N.P,12L/12D,Control,2,13,0
Cissus antarctica,T.N.P,12L/12D,Control,2,14,0
Cissus antarctica,T.N.P,12L/12D,Control,2,15,0
Cissus antarctica,T.N.P,12L/12D,Control,2,16,0
Cissus antarctica,T.N.P,12L/12D,Control,3,17,0
Cissus antarctica,T.N.P,12L/12D,Control,3,18,0
Cissus antarctica,T.N.P,12L/12D,Control,3,19,0
Cissus antarctica,T.N.P,12L/12D,Control,3,20,0
Cissus antarctica,T.N.P,12L/12D,Control,3,21,0
Cissus antarctica,T.N.P,12L/12D,Control,3,22,0
Cissus antarctica,T.N.P,12L/12D,Control,3,23,0
Cissus antarctica,T.N.P,12L/12D,Control,3,24,0
Cissus antarctica,T.N.P,18L/6D,Long,1,1,0
Cissus antarctica,T.N.P,18L/6D,Long,1,2,0
Cissus antarctica,T.N.P,18L/6D,Long,1,3,0
Cissus antarctica,T.N.P,18L/6D,Long,1,4,0
Cissus antarctica,T.N.P,18L/6D,Long,1,5,0
Cissus antarctica,T.N.P,18L/6D,Long,1,6,0
Cissus antarctica,T.N.P,18L/6D,Long,1,7,0
Cissus antarctica,T.N.P,18L/6D,Long,1,8,0
Cissus antarctica,T.N.P,18L/6D,Long,2,9,0
Cissus antarctica,T.N.P,18L/6D,Long,2,10,0
Cissus antarctica,T.N.P,18L/6D,Long,2,11,0
Cissus antarctica,T.N.P,18L/6D,Long,2,12,0
Cissus antarctica,T.N.P,18L/6D,Long,2,13,0
Cissus antarctica,T.N.P,18L/6D,Long,2,14,0
Cissus antarctica,T.N.P,18L/6D,Long,2,15,0
Cissus antarctica,T.N.P,18L/6D,Long,2,16,0
Cissus antarctica,T.N.P,18L/6D,Long,3,17,0
Cissus antarctica,T.N.P,18L/6D,Long,3,18,0
Cissus antarctica,T.N.P,18L/6D,Long,3,19,0
Cissus antarctica,T.N.P,18L/6D,Long,3,20,0
Cissus antarctica,T.N.P,18L/6D,Long,3,21,0
Cissus antarctica,T.N.P,18L/6D,Long,3,22,0
Cissus antarctica,T.N.P,18L/6D,Long,3,23,0
Cissus antarctica,T.N.P,18L/6D,Long,3,24,0
Cissus antarctica,T.N.P,6L/18D,Short,1,1,0
Cissus antarctica,T.N.P,6L/18D,Short,1,2,0
Cissus antarctica,T.N.P,6L/18D,Short,1,3,0
Cissus antarctica,T.N.P,6L/18D,Short,1,4,0
Cissus antarctica,T.N.P,6L/18D,Short,1,5,0
Cissus antarctica,T.N.P,6L/18D,Short,1,6,0
Cissus antarctica,T.N.P,6L/18D,Short,1,7,0
Cissus antarctica,T.N.P,6L/18D,Short,1,8,0
Cissus antarctica,T.N.P,6L/18D,Short,2,9,0
Cissus antarctica,T.N.P,6L/18D,Short,2,10,0
Cissus antarctica,T.N.P,6L/18D,Short,2,11,0
Cissus antarctica,T.N.P,6L/18D,Short,2,12,0
Cissus antarctica,T.N.P,6L/18D,Short,2,13,0
Cissus antarctica,T.N.P,6L/18D,Short,2,14,0
Cissus antarctica,T.N.P,6L/18D,Short,2,15,0
Cissus antarctica,T.N.P,6L/18D,Short,2,16,0
Cissus antarctica,T.N.P,6L/18D,Short,3,17,0
Cissus antarctica,T.N.P,6L/18D,Short,3,18,0
Cissus antarctica,T.N.P,6L/18D,Short,3,19,0
